:Data_list: 20161018_ace_swepam_1m.txt
:Created: 2016 Oct 19 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2016 10 18  2022   57679   73320    0        1.3      588.9     1.55e+05
2016 10 18  2023   57679   73380    0        1.4      587.9     1.55e+05
2016 10 18  2024   57679   73440    0        1.6      589.3     1.57e+05
2016 10 18  2025   57679   73500    0        1.5      591.6     1.70e+05
2016 10 18  2026   57679   73560    0        1.3      595.8     1.78e+05
2016 10 18  2027   57679   73620    0        1.3      598.1     1.67e+05
2016 10 18  2028   57679   73680    0        1.4      596.5     1.58e+05
2016 10 18  2029   57679   73740    0        1.4      599.0     1.53e+05
2016 10 18  2030   57679   73800    0        1.3      599.0     1.71e+05
2016 10 18  2031   57679   73860    0        1.5      595.9     1.64e+05
2016 10 18  2032   57679   73920    0        1.5      596.0     1.46e+05
2016 10 18  2033   57679   73980    0        1.6      597.1     1.56e+05
2016 10 18  2034   57679   74040    0        1.5      599.1     1.52e+05
2016 10 18  2035   57679   74100    0        1.5      599.4     1.74e+05
2016 10 18  2036   57679   74160    0        1.3      603.0     1.41e+05
2016 10 18  2037   57679   74220    0        1.3      599.0     1.60e+05
2016 10 18  2038   57679   74280    0        1.4      600.8     1.68e+05
2016 10 18  2039   57679   74340    0        1.4      603.9     1.53e+05
2016 10 18  2040   57679   74400    0        1.3      604.0     1.48e+05
2016 10 18  2041   57679   74460    0        1.3      600.5     1.58e+05
2016 10 18  2042   57679   74520    0        1.4      600.7     1.61e+05
2016 10 18  2043   57679   74580    0        1.4      605.3     1.54e+05
2016 10 18  2044   57679   74640    0        1.3      604.5     1.52e+05
2016 10 18  2045   57679   74700    0        1.3      603.3     1.61e+05
2016 10 18  2046   57679   74760    0        1.4      592.4     1.70e+05
2016 10 18  2047   57679   74820    0        1.4      596.2     1.83e+05
2016 10 18  2048   57679   74880    0        1.2      595.2     1.43e+05
2016 10 18  2049   57679   74940    0        1.2      606.5     1.48e+05
2016 10 18  2050   57679   75000    0        0.9      601.8     1.55e+05
2016 10 18  2051   57679   75060    0        1.1      604.1     1.69e+05
2016 10 18  2052   57679   75120    0        1.1      604.5     1.71e+05
2016 10 18  2053   57679   75180    0        1.0      607.4     1.71e+05
2016 10 18  2054   57679   75240    0        1.1      605.4     1.59e+05
2016 10 18  2055   57679   75300    0        1.0      607.0     1.61e+05
2016 10 18  2056   57679   75360    0        1.1      607.8     1.60e+05
2016 10 18  2057   57679   75420    0        1.2      605.9     1.59e+05
2016 10 18  2058   57679   75480    0        1.3      603.9     1.53e+05
2016 10 18  2059   57679   75540    0        1.4      603.6     1.45e+05
2016 10 18  2100   57679   75600    0        1.3      604.7     1.60e+05
2016 10 18  2101   57679   75660    0        1.3      601.9     1.56e+05
2016 10 18  2102   57679   75720    0        1.1      600.6     1.52e+05
2016 10 18  2103   57679   75780    0        1.1      604.9     1.58e+05
2016 10 18  2104   57679   75840    0        1.5      606.8     1.42e+05
2016 10 18  2105   57679   75900    0        1.0      605.5     2.89e+05
2016 10 18  2106   57679   75960    0        1.2      600.2     2.11e+05
2016 10 18  2107   57679   76020    0        1.3      600.4     1.65e+05
2016 10 18  2108   57679   76080    0        1.5      606.9     1.68e+05
2016 10 18  2109   57679   76140    0        1.3      600.4     1.46e+05
2016 10 18  2110   57679   76200    0        1.1      597.5     1.37e+05
2016 10 18  2111   57679   76260    0        1.2      599.3     1.77e+05
2016 10 18  2112   57679   76320    0        1.0      598.2     1.73e+05
2016 10 18  2113   57679   76380    0        0.9      594.7     1.75e+05
2016 10 18  2114   57679   76440    0        1.2      594.1     1.80e+05
2016 10 18  2115   57679   76500    0        1.4      596.5     1.88e+05
2016 10 18  2116   57679   76560    0        1.3      592.8     2.01e+05
2016 10 18  2117   57679   76620    0        1.5      589.0     1.75e+05
2016 10 18  2118   57679   76680    0        1.4      589.1     1.71e+05
2016 10 18  2119   57679   76740    0        1.5      592.2     1.60e+05
2016 10 18  2120   57679   76800    0        1.5      593.6     1.60e+05
2016 10 18  2121   57679   76860    0        1.5      590.1     1.73e+05
2016 10 18  2122   57679   76920    0        1.5      594.9     1.80e+05
2016 10 18  2123   57679   76980    0        1.4      592.1     1.54e+05
2016 10 18  2124   57679   77040    3    -9999.9    -9999.9    -1.00e+05
2016 10 18  2125   57679   77100    3    -9999.9    -9999.9    -1.00e+05
2016 10 18  2126   57679   77160    0        1.5      596.5     1.45e+05
2016 10 18  2127   57679   77220    0        1.5      597.7     1.43e+05
2016 10 18  2128   57679   77280    0        1.5      598.4     1.55e+05
2016 10 18  2129   57679   77340    0        1.5      601.2     1.58e+05
2016 10 18  2130   57679   77400    0        1.5      606.0     1.52e+05
2016 10 18  2131   57679   77460    0        1.5      607.3     1.56e+05
2016 10 18  2132   57679   77520    0        1.5      604.4     1.53e+05
2016 10 18  2133   57679   77580    0        1.6      604.7     1.67e+05
2016 10 18  2134   57679   77640    0        2.1      618.1     1.40e+05
2016 10 18  2135   57679   77700    0        1.9      609.5     1.17e+05
2016 10 18  2136   57679   77760    0        1.6      608.3     1.14e+05
2016 10 18  2137   57679   77820    0        2.1      609.4     1.18e+05
2016 10 18  2138   57679   77880    0        2.0      610.2     1.09e+05
2016 10 18  2139   57679   77940    0        1.7      609.0     1.28e+05
2016 10 18  2140   57679   78000    0        2.0      608.1     1.26e+05
2016 10 18  2141   57679   78060    0        1.8      607.0     1.41e+05
2016 10 18  2142   57679   78120    0        1.6      603.5     1.38e+05
2016 10 18  2143   57679   78180    0        1.7      603.5     1.34e+05
2016 10 18  2144   57679   78240    0        1.7      597.7     1.34e+05
2016 10 18  2145   57679   78300    0        1.5      593.8     1.30e+05
2016 10 18  2146   57679   78360    0        1.5      599.2     1.30e+05
2016 10 18  2147   57679   78420    0        1.5      597.9     1.44e+05
2016 10 18  2148   57679   78480    0        1.6      585.4     1.58e+05
2016 10 18  2149   57679   78540    1        1.5      584.0     1.54e+05
2016 10 18  2150   57679   78600    0        1.6      584.0     1.59e+05
2016 10 18  2151   57679   78660    0        1.6      584.8     1.55e+05
2016 10 18  2152   57679   78720    0        1.6      594.8     1.34e+05
2016 10 18  2153   57679   78780    0        1.7      598.6     1.43e+05
2016 10 18  2154   57679   78840    0        1.5      591.9     1.37e+05
2016 10 18  2155   57679   78900    1        1.6      586.7     1.61e+05
2016 10 18  2156   57679   78960    1        1.6      581.1     1.68e+05
2016 10 18  2157   57679   79020    3    -9999.9    -9999.9    -1.00e+05
2016 10 18  2158   57679   79080    3    -9999.9    -9999.9    -1.00e+05
2016 10 18  2159   57679   79140    0        1.6      584.2     1.56e+05
2016 10 18  2200   57679   79200    0        1.6      585.1     1.57e+05
2016 10 18  2201   57679   79260    0        1.5      584.8     1.56e+05
2016 10 18  2202   57679   79320    0        1.5      584.0     1.56e+05
2016 10 18  2203   57679   79380    1        1.5      585.5     1.58e+05
2016 10 18  2204   57679   79440    1        1.6      585.9     1.56e+05
2016 10 18  2205   57679   79500    0        1.6      583.0     1.65e+05
2016 10 18  2206   57679   79560    0        1.7      582.2     1.66e+05
2016 10 18  2207   57679   79620    1        1.6      584.4     1.62e+05
2016 10 18  2208   57679   79680    0        1.6      587.0     1.41e+05
2016 10 18  2209   57679   79740    0        1.4      589.8     1.56e+05
2016 10 18  2210   57679   79800    0        1.7      595.3     1.30e+05
2016 10 18  2211   57679   79860    1        1.7      582.1     1.67e+05
2016 10 18  2212   57679   79920    1        1.8      580.8     1.68e+05
2016 10 18  2213   57679   79980    1        1.8      579.2     1.59e+05
2016 10 18  2214   57679   80040    0        1.8      582.1     1.58e+05
2016 10 18  2215   57679   80100    0        1.6      585.3     1.42e+05
2016 10 18  2216   57679   80160    0        1.5      581.6     1.46e+05
2016 10 18  2217   57679   80220    0        1.5      578.9     1.57e+05
2016 10 18  2218   57679   80280    0        1.6      580.7     1.52e+05
2016 10 18  2219   57679   80340    0        1.7      579.0     1.45e+05
2016 10 18  2220   57679   80400    0        1.7      576.5     1.49e+05
2016 10 18  2221   57679   80460    0        1.7      580.5     1.56e+05
2016 10 18  2222   57679   80520    0        1.8      581.3     1.69e+05
2016 10 18  2223   57679   80580    0        1.7      576.0     1.54e+05
2016 10 18  2224   57679   80640    1        1.7      575.4     1.61e+05
2016 10 18  2225   57679   80700    0        1.6      577.9     1.54e+05
2016 10 18  2226   57679   80760    0        1.6      574.3     1.60e+05
2016 10 18  2227   57679   80820    0        1.7      575.6     1.36e+05
2016 10 18  2228   57679   80880    1        1.7      577.2     1.50e+05
2016 10 18  2229   57679   80940    0        1.6      576.7     1.60e+05
2016 10 18  2230   57679   81000    3    -9999.9    -9999.9    -1.00e+05
2016 10 18  2231   57679   81060    3    -9999.9    -9999.9    -1.00e+05
2016 10 18  2232   57679   81120    0        1.6      579.4     1.77e+05
2016 10 18  2233   57679   81180    0        1.7      579.4     1.66e+05
2016 10 18  2234   57679   81240    0        1.7      578.0     1.56e+05
2016 10 18  2235   57679   81300    0        1.6      577.2     1.59e+05
2016 10 18  2236   57679   81360    0        1.9      579.5     1.62e+05
2016 10 18  2237   57679   81420    0        1.7      578.2     1.71e+05
2016 10 18  2238   57679   81480    0        1.7      576.0     1.58e+05
2016 10 18  2239   57679   81540    1        1.8      575.7     1.57e+05
2016 10 18  2240   57679   81600    0        1.8      575.7     1.47e+05
2016 10 18  2241   57679   81660    0        1.7      575.5     1.58e+05
2016 10 18  2242   57679   81720    0        1.7      577.4     1.59e+05
2016 10 18  2243   57679   81780    0        1.8      576.8     1.60e+05
2016 10 18  2244   57679   81840    0        1.8      576.6     1.45e+05
2016 10 18  2245   57679   81900    0        1.7      579.0     1.49e+05
2016 10 18  2246   57679   81960    0        1.7      581.5     1.44e+05
2016 10 18  2247   57679   82020    1        1.7      580.6     1.50e+05
2016 10 18  2248   57679   82080    0        1.7      579.5     1.47e+05
2016 10 18  2249   57679   82140    0        1.7      578.8     1.42e+05
2016 10 18  2250   57679   82200    1        1.7      579.6     1.51e+05
2016 10 18  2251   57679   82260    0        1.8      580.5     1.53e+05
2016 10 18  2252   57679   82320    0        1.7      577.6     1.47e+05
2016 10 18  2253   57679   82380    1        1.8      578.2     1.44e+05
2016 10 18  2254   57679   82440    1        1.7      580.1     1.32e+05
2016 10 18  2255   57679   82500    0        1.9      585.0     1.38e+05
2016 10 18  2256   57679   82560    0        1.6      582.3     1.53e+05
2016 10 18  2257   57679   82620    0        1.7      583.6     1.32e+05
2016 10 18  2258   57679   82680    1        1.6      579.7     1.34e+05
2016 10 18  2259   57679   82740    0        1.7      579.3     1.38e+05
2016 10 18  2300   57679   82800    0        1.6      579.8     1.31e+05
2016 10 18  2301   57679   82860    0        1.8      580.8     1.23e+05
2016 10 18  2302   57679   82920    0        1.7      576.3     1.28e+05
2016 10 18  2303   57679   82980    3    -9999.9    -9999.9    -1.00e+05
2016 10 18  2304   57679   83040    3    -9999.9    -9999.9    -1.00e+05
2016 10 18  2305   57679   83100    0        1.6      571.5     1.21e+05
2016 10 18  2306   57679   83160    0        1.6      571.6     1.19e+05
2016 10 18  2307   57679   83220    0        1.6      572.3     1.18e+05
2016 10 18  2308   57679   83280    0        1.5      573.8     1.23e+05
2016 10 18  2309   57679   83340    0        1.8      571.3     1.20e+05
2016 10 18  2310   57679   83400    0        1.8      571.2     1.19e+05
2016 10 18  2311   57679   83460    1        1.8      570.7     1.14e+05
2016 10 18  2312   57679   83520    1        1.7      570.5     1.15e+05
2016 10 18  2313   57679   83580    0        1.7      570.6     1.11e+05
2016 10 18  2314   57679   83640    1        1.7      568.2     1.18e+05
2016 10 18  2315   57679   83700    0        1.5      570.5     1.18e+05
2016 10 18  2316   57679   83760    1        1.6      571.1     1.22e+05
2016 10 18  2317   57679   83820    0        1.6      570.7     1.22e+05
2016 10 18  2318   57679   83880    1        1.6      569.9     1.21e+05
2016 10 18  2319   57679   83940    0        1.6      569.2     1.22e+05
2016 10 18  2320   57679   84000    1        1.6      568.8     1.24e+05
2016 10 18  2321   57679   84060    1        1.6      568.5     1.20e+05
2016 10 18  2322   57679   84120    1        1.7      567.3     1.16e+05
2016 10 18  2323   57679   84180    1        1.7      566.7     1.19e+05
2016 10 18  2324   57679   84240    0        1.6      568.4     1.22e+05
2016 10 18  2325   57679   84300    1        1.6      567.7     1.25e+05
2016 10 18  2326   57679   84360    0        1.7      564.1     1.21e+05
2016 10 18  2327   57679   84420    0        1.7      565.8     1.37e+05
2016 10 18  2328   57679   84480    0        1.8      564.4     1.16e+05
2016 10 18  2329   57679   84540    1        1.7      566.8     1.23e+05
2016 10 18  2330   57679   84600    0        1.7      565.1     1.14e+05
2016 10 18  2331   57679   84660    1        1.7      566.2     1.16e+05
2016 10 18  2332   57679   84720    0        1.6      566.9     1.17e+05
2016 10 18  2333   57679   84780    1        1.4      568.4     1.35e+05
2016 10 18  2334   57679   84840    0        1.5      567.8     1.23e+05
2016 10 18  2335   57679   84900    0        1.5      567.9     1.17e+05
2016 10 18  2336   57679   84960    0        1.5      567.6     1.15e+05
2016 10 18  2337   57679   85020    0        1.5      566.9     1.12e+05
2016 10 18  2338   57679   85080    0        1.5      571.1     1.16e+05
2016 10 18  2339   57679   85140    0        1.5      570.7     1.14e+05
2016 10 18  2340   57679   85200    0        1.4      571.8     1.13e+05
2016 10 18  2341   57679   85260    0        1.3      576.5     1.23e+05
2016 10 18  2342   57679   85320    0        1.7      573.8     1.13e+05
2016 10 18  2343   57679   85380    0        1.5      567.7     1.54e+05
2016 10 18  2344   57679   85440    0        1.6      571.4     1.44e+05
2016 10 18  2345   57679   85500    1        1.6      561.4     1.60e+05
2016 10 18  2346   57679   85560    0        1.7      569.8     1.45e+05
2016 10 18  2347   57679   85620    0        1.4      569.8     1.72e+05
2016 10 18  2348   57679   85680    0        1.4      573.3     1.58e+05
2016 10 18  2349   57679   85740    1        1.6      572.3     1.56e+05
2016 10 18  2350   57679   85800    0        1.5      568.5     1.23e+05
2016 10 18  2351   57679   85860    0        1.4      569.4     1.18e+05
2016 10 18  2352   57679   85920    0        1.4      570.8     1.23e+05
2016 10 18  2353   57679   85980    0        1.3      571.5     1.32e+05
2016 10 18  2354   57679   86040    0        1.3      572.5     1.42e+05
2016 10 18  2355   57679   86100    0        1.4      573.6     1.45e+05
2016 10 18  2356   57679   86160    1        1.4      575.6     1.50e+05
2016 10 18  2357   57679   86220    0        1.5      575.6     1.42e+05
2016 10 18  2358   57679   86280    0        1.5      572.5     1.38e+05
2016 10 18  2359   57679   86340    0        1.7      564.4     1.17e+05
